transaction_id,sender_id,receiver_id,amount,currency_code,timestamp,status
dde7bdb6-8261-4ac3-9f19-15bd0e87e4ff,46262ec5-3785-4148-b23a-721d2e78a9cc,fd7f9fa8-bf89-454e-9bed-19910f6e0f93,3956.01,344,2025-07-04,completed
c00b24f9-0f25-4676-90e7-e0ace8b1984d,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,c487ca3a-0334-40e4-8a00-61fa529142fc,3113.91,978,2025-07-04,completed
2f62e1d2-1574-4424-968c-1d46a308d85e,04cf1e2e-1419-4302-a690-e89302ae3d42,fcef7e7c-b37b-45d2-8e63-7970bb57a7dd,3970.68,986,2025-07-04,completed
8adf7d67-7f39-4636-9ae8-ab560298b081,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,46262ec5-3785-4148-b23a-721d2e78a9cc,7141.90,608,2025-07-04,completed
7e7c70f9-6f17-451c-87b9-81b860da5cae,473e10a1-5c6e-4cc8-ab75-d8dcef755e10,015b5dbd-68d7-4a96-ab61-c68068fb124a,5653.51,608,2025-07-04,completed
c0f819a1-59ae-4097-968f-5c01ca765a79,9ff00e7c-218e-44e3-92bd-7900500bd356,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,3222.17,978,2025-07-04,pending
f9715483-8f81-4958-890f-bbf87bfe6648,535c41d5-ac8c-4dbd-b4cb-d2bfbdcc1a04,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,4293.92,344,2025-07-04,completed
60030f0f-bf7a-485e-ab27-d15734cc9861,473e10a1-5c6e-4cc8-ab75-d8dcef755e10,46262ec5-3785-4148-b23a-721d2e78a9cc,1420.06,978,2025-07-04,completed
e63a3975-b481-4db5-9f96-0eb046d9a959,f36617fb-4d70-4896-9921-8061ee87db72,86cda25c-ba84-49fc-a47f-c4fdf99d8935,1577.20,840,2025-07-04,completed
8f5c5864-e3ee-487c-a765-920d91504e1c,f36617fb-4d70-4896-9921-8061ee87db72,cde3b262-e7a8-4e1a-8b9d-49e2ab9ad37f,5198.42,608,2025-07-04,pending
9725f420-f416-443f-885a-cb904ba07e06,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,5979.79,840,2025-07-04,completed
bbbef1c2-d569-4f80-8408-bdf68212613f,fcef7e7c-b37b-45d2-8e63-7970bb57a7dd,86cda25c-ba84-49fc-a47f-c4fdf99d8935,9925.56,978,2025-07-04,completed
2ace1c9b-7fc8-4cff-961c-861f308a49b7,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,46262ec5-3785-4148-b23a-721d2e78a9cc,4358.61,608,2025-07-04,completed
ef5ae745-3b0d-403d-bf9c-c89cf9d52a51,f36617fb-4d70-4896-9921-8061ee87db72,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,9323.61,608,2025-07-04,completed
b853f436-95f3-4b21-ac5b-a941c23b106f,46262ec5-3785-4148-b23a-721d2e78a9cc,9ff00e7c-218e-44e3-92bd-7900500bd356,8908.86,840,2025-07-04,completed
f5810b80-9ae9-4871-ae9b-91dd7c4c30f8,2daef0f4-9eae-4bf8-b38a-681e5478d3a7,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,4019.64,608,2025-07-04,completed
d9a5130c-3902-40dc-bfa2-f28490b25476,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,b22f8d2b-cb1d-47f8-b85e-34718dc157d5,3708.11,344,2025-07-04,pending
237fc6ff-f542-4e03-880c-66ee92381f7c,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,636.55,840,2025-07-04,completed
6183660b-5461-4247-923b-5f2cbcad54c9,015b5dbd-68d7-4a96-ab61-c68068fb124a,200c8181-f44d-4a86-b17a-ec741fe7e0b1,5449.35,986,2025-07-04,completed
86cde1b3-6923-42c6-b263-3f5c53b56d95,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,7475.79,840,2025-07-04,pending
e51f2d78-d716-4f5d-a716-9cb7798fa6d2,fcef7e7c-b37b-45d2-8e63-7970bb57a7dd,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,9599.71,986,2025-07-04,completed
d74b62ca-7807-44fe-845d-0fa9bf5ec9f1,200c8181-f44d-4a86-b17a-ec741fe7e0b1,46262ec5-3785-4148-b23a-721d2e78a9cc,691.31,986,2025-07-04,pending
cfbf07f9-c9a1-4009-a285-404e7f4634c2,86cda25c-ba84-49fc-a47f-c4fdf99d8935,f36617fb-4d70-4896-9921-8061ee87db72,4905.98,978,2025-07-04,completed
bf30290e-d681-4676-a4a8-0405931c2608,200c8181-f44d-4a86-b17a-ec741fe7e0b1,6d52e515-086d-4519-a62f-b02442efcf27,5037.46,344,2025-07-04,pending
29420ac6-6b19-4093-9ff0-273e6e1f473d,6d52e515-086d-4519-a62f-b02442efcf27,cde3b262-e7a8-4e1a-8b9d-49e2ab9ad37f,8115.61,608,2025-07-04,completed
53583ac2-c2e5-4d1f-894f-97bca9684954,7bf36635-f663-4994-9315-894cd368b580,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,2158.81,608,2025-07-04,completed
1256b4ea-344c-4700-b113-52de065beb6c,46262ec5-3785-4148-b23a-721d2e78a9cc,fd7f9fa8-bf89-454e-9bed-19910f6e0f93,6034.18,344,2025-07-04,pending
9f03de60-e018-4c47-bcdd-4173d81f0ac3,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,5274.96,986,2025-07-04,completed
9af31aac-1a5f-48b6-93e8-913921d63c76,7f8f062a-1213-4529-a1c5-04fe3faf1485,9ff00e7c-218e-44e3-92bd-7900500bd356,1467.78,344,2025-07-04,completed
f4714bf6-4004-4462-af99-b5ab278153a1,46262ec5-3785-4148-b23a-721d2e78a9cc,f36617fb-4d70-4896-9921-8061ee87db72,2209.86,840,2025-07-04,pending
9381de3a-5c82-4843-a7e5-cbf2c359d2cd,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,7f8f062a-1213-4529-a1c5-04fe3faf1485,5708.35,986,2025-07-04,completed
f69840bf-98c1-4fef-9afe-f3b1065efc2e,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,e11e33ce-f297-4468-bfca-7d4080ccca46,2438.91,986,2025-07-04,completed
604d3f5c-65f6-492a-9086-c441ec8fa83f,9ff00e7c-218e-44e3-92bd-7900500bd356,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,7962.37,840,2025-07-04,completed
eade874a-c51c-4fbd-ab0d-201795ad03c0,015b5dbd-68d7-4a96-ab61-c68068fb124a,535c41d5-ac8c-4dbd-b4cb-d2bfbdcc1a04,1130.52,978,2025-07-04,completed
a5a97d15-d216-4be7-a6b6-16061f1b6662,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,2c3fdbdc-9e06-41f8-b3b4-9a3a87620f6c,3331.72,986,2025-07-04,completed
2c37c411-838c-439d-9e5d-ffec48ef5407,2daef0f4-9eae-4bf8-b38a-681e5478d3a7,7bf36635-f663-4994-9315-894cd368b580,7315.39,344,2025-07-04,completed
02791a7d-d57a-47bd-947a-cda8c920b24a,2daef0f4-9eae-4bf8-b38a-681e5478d3a7,46262ec5-3785-4148-b23a-721d2e78a9cc,5301.30,978,2025-07-04,completed
2d3f73fb-6ba9-4888-aaa1-968b8236ae17,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,7f8f062a-1213-4529-a1c5-04fe3faf1485,9464.74,344,2025-07-04,completed
9d97d8c7-253f-4d53-b078-4bd4e81fe38a,c487ca3a-0334-40e4-8a00-61fa529142fc,9ff00e7c-218e-44e3-92bd-7900500bd356,7599.50,978,2025-07-04,pending
bd0d1863-52d0-4c3a-8ba0-48ba90372645,200c8181-f44d-4a86-b17a-ec741fe7e0b1,607a3b07-cab4-4ee5-9e9b-c03d1e182391,2193.48,344,2025-07-04,completed
e0c080b8-0473-4128-9260-2436a7c4b0a9,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,2daef0f4-9eae-4bf8-b38a-681e5478d3a7,1623.80,344,2025-07-04,completed
661765d0-9fb8-4a61-b64e-fbe783fcdba5,e11e33ce-f297-4468-bfca-7d4080ccca46,86cda25c-ba84-49fc-a47f-c4fdf99d8935,7705.11,608,2025-07-04,completed
27fe627f-7be9-48c0-a9b6-2a30f7437342,200c8181-f44d-4a86-b17a-ec741fe7e0b1,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,5526.81,986,2025-07-04,completed
72635360-c45f-4224-94af-f96f3b5b998f,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,86cda25c-ba84-49fc-a47f-c4fdf99d8935,8625.07,986,2025-07-04,completed
925d7452-1bf6-4c38-836a-a344698fcb4b,015b5dbd-68d7-4a96-ab61-c68068fb124a,9ff00e7c-218e-44e3-92bd-7900500bd356,5244.60,840,2025-07-04,pending
a40df344-fb9c-4eeb-93a0-92c562dc4863,fcef7e7c-b37b-45d2-8e63-7970bb57a7dd,f36617fb-4d70-4896-9921-8061ee87db72,9149.02,986,2025-07-04,completed
d55678b4-f50d-4645-a51a-eeff1aa04a44,6d52e515-086d-4519-a62f-b02442efcf27,473e10a1-5c6e-4cc8-ab75-d8dcef755e10,2365.76,986,2025-07-04,completed
33fed441-50f5-47f3-a617-2f5cbb963643,607a3b07-cab4-4ee5-9e9b-c03d1e182391,86cda25c-ba84-49fc-a47f-c4fdf99d8935,1520.95,978,2025-07-04,pending
962fdf9f-b15c-42d8-8d50-a19ce42a0c8b,04cf1e2e-1419-4302-a690-e89302ae3d42,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,8093.85,608,2025-07-04,completed
fd447af2-38bd-4211-bc4b-dab35c4fc631,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,f36617fb-4d70-4896-9921-8061ee87db72,7482.31,978,2025-07-04,pending
bc35aa93-bfd1-4c96-bda1-9eb4a1b2ffd8,607a3b07-cab4-4ee5-9e9b-c03d1e182391,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,7680.71,978,2025-07-04,completed
2794d22a-cbae-4f30-872c-3beeb96a1b52,200c8181-f44d-4a86-b17a-ec741fe7e0b1,b22f8d2b-cb1d-47f8-b85e-34718dc157d5,5291.49,978,2025-07-04,completed
e0f41d4e-65d1-4bae-a7fc-d41816f19549,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,5894.04,344,2025-07-04,pending
1a9296aa-2471-47c7-ad0b-7f68b0fae123,2c3fdbdc-9e06-41f8-b3b4-9a3a87620f6c,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,2871.39,840,2025-07-04,pending
8911056a-e150-46cf-9089-d78aabfee6cb,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,4883.78,978,2025-07-04,completed
4ca65cad-c307-45ed-9c53-523a785bc7cf,2daef0f4-9eae-4bf8-b38a-681e5478d3a7,fd7f9fa8-bf89-454e-9bed-19910f6e0f93,5465.23,344,2025-07-04,pending
bf3724c6-6e7c-49db-942c-2bc2a3bf0ce8,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,200c8181-f44d-4a86-b17a-ec741fe7e0b1,3770.56,986,2025-07-04,pending
1db173d1-db08-4852-8b98-6944f003201a,cde3b262-e7a8-4e1a-8b9d-49e2ab9ad37f,607a3b07-cab4-4ee5-9e9b-c03d1e182391,5207.74,344,2025-07-04,pending
9474464c-9474-4d7f-8706-d722012f67b9,44538ef3-9f9b-45f7-a2fe-4fe796d8ffe7,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,6073.49,344,2025-07-04,completed
524d6969-cbf7-46db-a66a-863a4c9a49bf,fd7f9fa8-bf89-454e-9bed-19910f6e0f93,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,7538.15,840,2025-07-04,pending
47ccd168-e124-472b-b4bc-20ca3112abdb,7bf36635-f663-4994-9315-894cd368b580,9ff00e7c-218e-44e3-92bd-7900500bd356,5783.93,840,2025-07-04,pending
46060655-06a7-4e9c-b760-b8424095fc92,473e10a1-5c6e-4cc8-ab75-d8dcef755e10,2c3fdbdc-9e06-41f8-b3b4-9a3a87620f6c,3941.96,608,2025-07-04,pending
7e1533ce-7285-4628-a3c5-5fe6cad4d5f4,015b5dbd-68d7-4a96-ab61-c68068fb124a,200c8181-f44d-4a86-b17a-ec741fe7e0b1,3368.95,986,2025-07-04,completed
41a128c1-6bfe-4c7a-9d22-bcc7e437bfea,04cf1e2e-1419-4302-a690-e89302ae3d42,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,3792.22,344,2025-07-04,pending
cb1d52b9-03b9-4e1f-abd2-78db3b596a57,607a3b07-cab4-4ee5-9e9b-c03d1e182391,6d52e515-086d-4519-a62f-b02442efcf27,7449.82,608,2025-07-04,completed
7cf0b615-9f8a-4e7a-9834-c0c851e69b00,e11e33ce-f297-4468-bfca-7d4080ccca46,015b5dbd-68d7-4a96-ab61-c68068fb124a,4956.73,978,2025-07-04,pending
2f11c9c2-4618-4622-ad8a-a29bd639b0b0,86cda25c-ba84-49fc-a47f-c4fdf99d8935,015b5dbd-68d7-4a96-ab61-c68068fb124a,4416.73,840,2025-07-04,completed
c3a9d67a-c1fd-4f11-82f6-dd8caee50f6d,a9e7bfd9-1858-4020-98e5-698b8c67c6ed,6d52e515-086d-4519-a62f-b02442efcf27,511.00,986,2025-07-04,completed
a91bf368-5d97-415f-ae2d-a23e0cf64c4b,f36617fb-4d70-4896-9921-8061ee87db72,86cda25c-ba84-49fc-a47f-c4fdf99d8935,1072.96,840,2025-07-04,pending
18967925-f2ca-4f19-adff-9c4323746c72,200c8181-f44d-4a86-b17a-ec741fe7e0b1,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,8103.13,986,2025-07-04,pending
d4bdab95-8692-4137-babc-2277617b9066,015b5dbd-68d7-4a96-ab61-c68068fb124a,1e1cf90d-efd8-4dc6-accd-be03ab27c5c3,8373.41,608,2025-07-04,completed
743a8690-b05b-4dec-8df1-7620ffaf6a7a,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,9c10a609-5690-4d70-96e0-4078042133d2,2716.28,840,2025-07-04,completed
8103e45b-ce03-4c8b-bff6-941f835ab622,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,5637.93,608,2025-07-04,completed
70cf2158-9711-42d2-bb4d-ba40214ffdb7,c6dba2ba-36cc-4b71-a0b2-ff8fdc168dc6,2c3fdbdc-9e06-41f8-b3b4-9a3a87620f6c,7989.70,986,2025-07-04,completed
754bfaf2-8ad9-4a5d-9b75-26fc2c15e9c6,9c10a609-5690-4d70-96e0-4078042133d2,607a3b07-cab4-4ee5-9e9b-c03d1e182391,7322.34,986,2025-07-04,completed
d74adb45-1964-4fde-bb0e-f901ac0660cc,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,35af4654-e737-4ef5-81b4-e9cf497d1bf6,7708.38,608,2025-07-04,completed
fd657093-4ca3-4610-8c33-f47b1ff7baef,b22f8d2b-cb1d-47f8-b85e-34718dc157d5,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,9207.27,986,2025-07-04,completed
16cad3c2-ee84-444a-ad60-0b543cde173e,04cf1e2e-1419-4302-a690-e89302ae3d42,9c10a609-5690-4d70-96e0-4078042133d2,8060.57,344,2025-07-04,completed
394de0a0-9cf2-4d4c-b26d-af380b48b59b,7bf36635-f663-4994-9315-894cd368b580,cde3b262-e7a8-4e1a-8b9d-49e2ab9ad37f,5472.49,344,2025-07-04,completed
77a24023-99dd-4522-a63b-3bb9e6769525,b22f8d2b-cb1d-47f8-b85e-34718dc157d5,c487ca3a-0334-40e4-8a00-61fa529142fc,6964.70,978,2025-07-04,completed
5b1e941e-932f-4164-a596-e26231002d09,7bf36635-f663-4994-9315-894cd368b580,f36617fb-4d70-4896-9921-8061ee87db72,4480.44,978,2025-07-04,pending
8cec9739-5788-4a2e-a974-a1eeb02e37a7,8b1ccf89-3c34-4704-a380-bda5a2e4a79f,c487ca3a-0334-40e4-8a00-61fa529142fc,4944.25,978,2025-07-04,pending
c2f9efdd-19b7-40dc-bba4-d46c44826764,44538ef3-9f9b-45f7-a2fe-4fe796d8ffe7,607a3b07-cab4-4ee5-9e9b-c03d1e182391,6157.38,978,2025-07-04,completed
4ddb4693-c155-49e6-99be-20e3db7e3368,200c8181-f44d-4a86-b17a-ec741fe7e0b1,b22f8d2b-cb1d-47f8-b85e-34718dc157d5,3691.15,344,2025-07-04,pending
d023fa63-6544-4cb2-ba03-78c1549ea4a9,9eb7ebc6-4e64-41e1-8fc6-f96baef961d5,8cc97ff5-5b2d-41e0-9fd7-db4fc09c0a4f,5445.43,986,2025-07-04,pending
867cb454-95e2-4fe8-bfd9-3208302592ca,fcef7e7c-b37b-45d2-8e63-7970bb57a7dd,200c8181-f44d-4a86-b17a-ec741fe7e0b1,4940.82,344,2025-07-04,completed
